2,2,3,1,3,2,3,2,2,2,3,1,5,2,2,1,3,3,3,1,3,2,2,1,3,3,3,1,3,2,1,1,2,1,1,0,2,1,1,1,1,1,1,1,1,2,0,1,1,1,0,1,0,1,0,3,0,2,0,3,0,2,0,3,0,4,0,3,0,1,0,2,0,1,0,3,0,1,1,1,1,1,1,0,1,1,2,0,1,1,2,0,1,0,1,0,3,0,2,0,2,0,2,0,3,0,1,0,2,0,1,1,1,0,1,0,3,1,1,0,0,1,1,0,1,0,2,1,1,0,1,2,1,0,0,1,1,1,1,0,0,1,1,1,2,0,0,1,1,1,0,1,1,0,0,2,1,0,0,1,1,0,0,1,1,0,1,0,3,0,2,0,3,1,3,0,2,2,3,0,3,1,2,0,3,0,1,1,2,0,3,2,1,0,1,1,3,0,1,0,1,1,1,0,3,0,1,0,1,0,1,1,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,3,0,1,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,1,0,Adithi,Genuine
2,0,1,0,2,0,1,1,1,0,2,0,2,2,1,0,3,1,2,1,2,1,3,2,3,1,4,0,5,0,4,1,6,2,6,2,5,1,6,2,6,0,6,1,4,2,5,1,4,1,5,2,4,0,4,1,3,2,4,1,5,2,4,1,4,0,5,2,4,1,5,2,2,0,5,1,2,0,3,1,2,0,3,2,3,0,2,1,2,0,1,0,1,1,2,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,2,2,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,3,0,1,2,1,0,2,0,2,1,2,0,3,1,2,0,1,0,2,0,1,1,2,0,1,1,1,0,2,1,1,0,1,0,1,0,1,0,0,2,1,0,1,0,1,1,2,0,1,1,1,0,2,0,1,1,2,0,1,1,1,0,1,0,1,1,1,1,1,0,2,2,1,0,1,1,1,0,1,1,1,0,0,1,1,0,2,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,Adithi,Genuine
1,0,2,0,1,0,1,0,1,2,1,0,3,1,1,0,1,0,1,0,3,1,1,0,1,0,2,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,2,0,3,3,5,4,3,3,4,3,3,3,3,3,3,3,3,3,2,3,2,1,2,2,3,3,1,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,1,3,3,5,3,2,3,5,1,3,3,4,3,5,2,4,1,4,2,3,2,3,2,4,1,3,3,3,2,3,1,2,1,3,3,3,1,3,2,2,1,3,3,3,2,4,1,3,3,3,1,3,1,2,2,3,3,3,1,3,1,3,2,2,3,2,1,4,1,3,3,3,2,2,1,3,3,3,1,3,3,2,3,3,1,5,5,3,3,4,3,3,3,5,3,6,4,5,4,6,5,7,6,9,5,7,7,10,8,7,7,10,10,10,10,7,8,10,10,12,10,12,10,13,8,12,10,12,10,10,13,15,12,12,13,15,13,15,12,12,8,10,10,10,7,5,5,7,7,5,7,5,Adithi,Genuine
4,5,7,5,7,3,7,6,4,3,5,3,4,1,5,3,3,1,2,3,3,2,1,1,1,1,2,0,4,3,2,0,3,1,1,0,2,0,2,1,1,0,2,1,1,0,1,1,2,0,2,0,1,2,1,0,1,0,2,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,2,0,1,0,1,0,1,1,1,0,1,0,3,0,1,0,1,1,1,0,1,0,1,0,2,0,1,1,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,2,0,1,0,1,0,1,0,0,2,1,0,1,0,0,1,1,0,2,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,2,2,0,0,1,1,0,1,1,1,1,0,1,5,2,11,6,15,6,19,6,17,6,17,9,19,9,20,6,24,9,22,7,22,4,19,6,17,4,19,7,17,6,19,7,14,6,14,4,10,5,9,2,6,3,6,2,7,3,6,2,6,1,9,2,4,3,7,2,6,3,7,3,4,2,5,3,4,1,3,2,2,1,3,3,3,1,Adithi,Genuine
3,1,4,3,3,3,3,2,4,3,3,3,5,1,4,3,5,3,4,1,4,2,5,1,4,3,5,0,2,2,3,1,3,0,4,2,1,0,2,0,3,0,1,0,3,0,2,0,1,0,3,0,1,0,2,0,3,0,1,0,2,0,3,0,2,0,5,1,2,0,5,1,3,2,4,0,2,0,5,1,2,0,3,2,4,0,3,0,1,0,2,0,3,1,1,0,1,1,3,0,1,0,1,1,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,2,0,2,0,1,0,1,1,2,0,1,1,3,0,1,2,1,0,1,0,1,1,2,0,1,0,1,0,1,0,1,0,3,1,2,1,1,1,3,1,3,2,2,1,3,0,3,1,2,2,3,0,3,1,2,0,5,2,2,0,3,1,3,0,2,0,1,1,3,0,1,1,1,0,1,1,3,0,1,0,1,1,1,0,2,2,2,0,1,1,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,1,Adithi,Genuine
1,0,0,2,1,0,2,0,1,1,1,0,1,1,1,1,1,0,1,0,2,1,1,1,1,0,0,1,1,0,1,1,1,2,1,0,2,0,1,1,0,1,1,0,1,0,1,0,1,0,0,4,0,6,0,6,0,4,2,7,1,6,2,8,2,7,0,8,1,9,2,6,2,8,1,9,2,6,2,6,3,7,1,6,4,9,2,9,3,7,4,9,3,11,4,7,3,9,4,6,1,7,3,4,2,4,3,5,1,4,2,3,1,4,3,3,1,3,2,3,2,3,2,2,1,5,2,2,3,5,1,3,1,4,2,3,3,4,1,3,3,4,2,5,2,3,2,4,1,3,3,3,1,2,2,5,3,3,1,2,2,3,2,3,2,4,1,3,0,3,2,2,1,3,1,3,1,1,2,4,1,3,1,2,2,3,1,5,3,2,2,5,2,3,3,2,3,3,2,3,2,3,3,3,2,4,3,3,2,3,2,1,2,3,3,2,1,2,3,3,1,2,2,2,2,5,1,2,2,3,2,3,2,3,3,1,1,3,1,2,3,2,1,3,2,2,1,1,0,2,1,2,1,1,0,1,Adithi,Genuine
0,1,1,0,0,2,2,1,0,1,0,1,0,1,1,0,1,0,4,0,2,0,3,0,3,0,4,0,2,0,5,0,2,0,3,0,4,0,1,0,3,0,2,0,1,0,2,0,2,0,1,0,1,0,1,0,3,1,1,0,1,2,3,0,1,0,2,1,3,0,3,1,1,0,1,0,1,0,2,0,2,1,1,0,1,0,2,0,1,0,1,0,3,0,1,0,2,0,2,0,2,0,3,0,1,0,2,0,3,0,1,0,2,0,1,0,3,0,2,0,1,0,3,0,2,0,3,0,1,0,3,0,4,0,2,0,3,0,3,0,4,0,2,0,5,0,2,0,5,0,4,2,3,0,4,1,2,0,5,0,2,0,3,0,2,0,5,2,2,0,3,1,3,0,2,0,3,0,2,0,5,0,2,1,3,0,3,2,2,0,3,1,3,0,2,0,3,0,4,0,2,0,3,0,3,1,2,0,1,2,3,0,3,1,1,0,2,0,3,1,1,0,2,0,2,0,1,0,2,0,1,0,1,0,2,0,2,0,1,1,1,0,1,0,3,0,1,0,1,0,1,0,1,0,2,0,Adithi,Genuine
1,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0,1,0,1,0,3,0,1,0,1,0,1,0,3,0,1,2,1,0,1,0,2,0,2,0,1,0,2,0,1,0,3,0,1,0,1,0,2,0,3,0,1,0,3,0,1,0,2,1,3,0,2,0,1,0,3,0,2,0,2,0,2,0,1,0,3,0,1,1,2,0,3,0,1,0,2,0,3,0,1,0,2,0,3,0,1,0,2,0,3,0,1,1,3,0,2,0,1,0,3,0,1,0,2,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,3,0,1,0,1,0,3,0,1,0,2,0,1,0,3,0,1,0,1,0,2,0,1,0,3,0,1,0,3,0,1,0,2,0,1,0,3,0,2,2,2,0,2,0,1,0,3,0,1,0,1,0,2,0,1,0,Adithi,Genuine
1,0,2,0,2,0,1,0,1,0,1,0,3,0,1,1,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,16,0,26,0,24,0,24,0,21,0,21,0,24,0,19,0,18,0,19,2,22,0,21,2,21,0,22,0,19,2,18,0,19,2,16,0,16,0,11,2,11,0,6,0,6,2,6,0,9,1,6,2,6,1,6,2,9,2,6,3,7,2,6,1,4,2,6,3,5,1,4,2,3,3,5,1,2,3,5,1,2,2,3,1,2,3,1,0,2,1,1,1,2,1,0,2,1,0,0,2,1,1,1,3,1,2,2,5,1,2,3,5,3,6,5,5,5,5,4,4,6,7,4,5,5,4,4,3,5,5,3,3,4,4,5,3,3,3,4,3,3,3,3,3,3,1,2,2,3,3,3,0,2,1,2,1,1,0,1,1,1,0,1,1,0,1,1,0,1,2,2,0,1,3,3,5,3,3,1,6,4,7,1,8,4,9,2,9,3,9,2,9,2,6,1,6,2,6,1,5,2,4,Adithi,Genuine
1,4,1,5,2,4,3,5,1,4,3,5,2,4,3,4,3,5,1,4,3,5,5,4,3,5,4,4,3,5,5,5,3,2,4,5,3,3,3,3,3,3,3,2,3,3,1,3,1,1,1,1,2,3,1,3,1,1,0,1,1,2,0,1,2,3,0,2,1,2,0,2,1,3,1,3,0,1,2,2,1,3,1,1,0,2,1,2,0,1,2,1,0,1,0,1,1,1,1,0,0,1,0,2,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,2,2,1,1,1,8,0,14,0,13,0,16,0,13,0,14,0,16,0,16,0,16,0,19,0,16,0,13,0,16,0,14,0,13,0,14,0,10,0,11,0,11,0,8,0,9,0,8,0,6,0,8,0,6,0,8,0,9,2,5,0,9,1,8,0,6,0,8,2,4,0,7,1,4,0,6,2,4,0,6,1,6,0,5,0,6,2,6,0,6,1,6,0,6,0,4,2,6,0,5,1,4,0,4,2,5,1,4,2,4,1,7,2,4,1,6,3,7,2,8,2,9,3,7,4,6,1,9,2,4,3,6,1,5,2,6,1,Adithi,Genuine
4,2,5,1,6,2,4,0,6,1,6,2,7,2,4,1,6,2,5,3,4,1,4,1,5,2,2,1,3,2,5,1,2,1,3,0,1,0,4,2,1,0,3,1,4,0,2,0,3,0,3,0,2,1,3,0,2,0,3,0,2,0,5,0,2,2,3,0,1,0,3,0,2,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,3,0,4,1,4,0,6,0,6,0,6,0,6,0,6,0,4,0,6,0,6,0,5,0,4,0,4,0,6,0,4,0,6,0,6,0,7,2,6,0,6,0,6,1,6,0,6,2,4,0,6,1,6,0,6,2,5,0,6,0,6,0,6,1,4,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,2,6,0,8,1,6,0,8,0,6,0,9,0,8,2,6,0,6,0,5,1,4,0,4,2,3,0,4,1,3,2,4,1,3,0,3,2,2,0,5,1,2,0,3,1,3,0,4,0,4,0,3,0,4,0,2,0,3,0,3,0,2,0,3,0,2,0,3,0,4,0,3,0,1,0,2,0,2,0,2,0,1,0,1,0,Adithi,Genuine
