107,822,17,15,23,16,29,17,32,19,38,23,40,17,41,17,34,14,30,12,28,9,32,8,24,4,19,7,20,4,21,4,19,4,22,5,19,4,14,6,15,6,17,7,17,10,17,9,19,11,15,10,15,8,12,8,16,7,15,8,14,6,17,4,14,9,12,3,12,9,12,8,12,8,15,10,17,9,14,10,17,9,12,5,10,6,6,5,9,4,10,4,6,3,9,5,7,4,9,5,10,6,7,5,7,7,10,8,7,7,7,8,7,7,10,5,7,6,6,5,7,5,5,3,4,3,5,1,4,2,3,1,4,2,5,1,4,2,5,1,4,2,4,1,6,0,7,3,8,2,9,2,12,4,8,1,9,2,6,2,4,1,7,3,4,2,5,1,2,2,5,3,4,3,5,1,4,3,5,5,4,3,5,4,3,3,4,3,5,3,3,3,2,3,3,3,3,2,5,3,2,3,3,5,5,6,4,7,5,7,6,9,3,7,5,7,3,6,4,7,3,4,3,5,1,4,3,5,3,4,3,5,3,6,5,7,4,7,5,9,6,7,5,7,3,4,4,5,2,3,3,3,1,1,1,2,Adithi,Genuine
0,1,1,1,1,2,1,1,2,0,0,1,0,1,2,0,2,0,3,0,3,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,4,1,2,2,5,1,3,1,2,2,3,0,1,1,1,0,1,1,2,0,1,0,1,0,1,0,1,0,1,43,0,62,7,61,3,50,3,41,5,29,3,25,2,24,2,19,4,18,0,14,2,11,2,11,0,6,2,6,0,6,0,6,0,5,0,2,0,4,0,2,0,2,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,2,2,2,1,2,3,3,1,3,1,1,3,1,3,3,1,1,2,3,2,2,1,1,2,3,1,1,3,3,3,1,2,1,2,2,2,2,3,1,4,0,3,2,3,1,2,2,3,0,3,1,1,0,1,1,2,0,0,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,Adithi,Genuine
1,0,1,0,1,0,1,0,3,0,1,0,2,0,5,0,2,1,3,0,4,2,5,0,4,0,6,1,8,0,9,2,11,0,11,0,10,0,11,0,9,0,8,0,6,0,6,0,6,0,4,0,4,0,3,0,4,0,3,0,2,0,3,0,3,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,1,0,1,0,2,0,2,0,3,2,2,0,3,0,2,0,5,0,2,0,3,0,4,0,3,0,2,0,3,0,2,0,3,0,2,0,3,0,3,0,2,0,3,0,2,0,4,0,5,0,2,0,5,0,4,0,4,1,5,0,4,1,4,0,4,0,5,0,4,0,4,2,6,0,5,0,4,1,6,0,6,0,6,0,8,2,8,0,12,2,8,0,9,1,8,0,11,0,11,2,11,0,8,2,11,0,11,0,11,0,11,0,11,2,8,0,11,0,11,0,14,2,13,0,14,2,11,0,13,0,12,2,8,0,11,2,11,0,Adithi,Genuine
11,2,11,0,11,1,8,0,9,0,8,0,9,2,6,0,8,0,8,0,8,0,8,0,9,0,8,0,11,0,8,0,8,0,8,0,9,0,8,0,8,0,11,0,8,0,8,0,9,0,8,0,8,0,8,0,9,0,8,0,8,0,8,0,9,1,8,0,9,1,9,2,6,2,6,1,9,2,6,1,6,0,6,2,9,4,8,0,7,1,8,2,8,0,7,1,6,0,6,0,4,0,6,0,4,0,6,0,4,0,7,0,6,0,6,2,6,0,8,1,9,2,6,2,6,0,6,1,4,0,4,0,5,2,4,0,4,1,5,0,4,0,6,2,4,0,5,1,6,0,4,1,6,0,4,0,5,0,6,0,4,0,4,0,3,0,4,0,3,0,4,2,3,0,4,0,4,0,4,0,5,0,4,0,4,0,4,0,6,0,5,0,4,0,6,0,4,0,4,0,5,0,4,0,4,0,5,0,6,0,6,0,4,0,6,0,6,1,6,0,6,1,4,0,5,2,6,0,4,1,4,0,5,0,4,0,4,2,5,0,4,0,4,0,6,0,4,0,6,1,5,0,4,0,4,2,Adithi,Genuine
5,0,4,0,3,0,4,0,4,0,3,0,2,0,3,0,2,0,3,0,2,0,3,0,3,0,4,1,3,0,2,0,3,0,2,0,3,0,4,0,3,0,2,0,3,0,2,0,3,0,2,0,5,0,2,0,3,1,2,0,3,0,3,0,2,0,4,0,3,0,3,0,1,0,2,0,3,0,1,0,2,0,1,1,3,0,1,0,1,0,1,0,1,0,1,0,2,0,2,2,1,0,4,0,3,1,2,0,3,0,4,2,3,0,3,1,2,0,3,0,2,0,1,0,3,0,2,0,2,0,2,0,3,0,2,1,3,0,4,2,3,0,3,1,2,0,3,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,1,0,1,1,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,1,2,0,2,1,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,0,2,Adithi,Genuine
1,0,1,0,1,1,2,0,2,1,2,1,3,1,4,2,7,3,9,4,19,6,19,7,29,11,39,14,56,24,58,30,63,32,68,32,62,28,68,28,66,24,67,29,62,27,58,27,51,23,44,15,30,12,24,7,19,4,17,4,12,4,6,1,6,2,22,4,27,9,27,7,36,13,42,8,34,11,28,9,34,13,36,17,34,13,25,11,20,11,22,11,20,11,19,9,15,8,11,6,7,5,7,5,5,5,4,3,3,3,3,3,3,3,1,1,3,2,1,1,1,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,2,1,0,0,1,1,0,0,1,0,1,1,0,0,1,2,0,0,1,1,1,1,2,1,1,1,1,3,0,2,1,5,0,4,2,4,0,8,0,6,1,9,0,8,2,5,1,6,2,4,1,5,2,4,0,4,1,5,1,4,2,3,1,4,2,3,0,4,1,3,0,4,0,6,19,12,33,13,34,10,28,11,25,15,33,12,29,19,32,11,20,13,20,11,14,8,15,6,12,5,7,3,6,3,5,2,4,1,3,1,2,2,2,1,1,0,1,1,1,Adithi,Genuine
0,1,1,0,0,1,1,0,0,1,0,2,51,2,73,7,66,3,67,7,55,0,56,6,51,3,41,5,34,3,32,7,18,3,24,4,35,10,32,8,25,11,29,12,36,20,33,21,37,20,28,21,31,18,34,26,44,31,40,30,49,33,48,29,47,25,48,29,43,28,43,24,38,27,27,17,26,14,26,14,25,11,25,9,22,11,19,9,17,9,20,6,14,6,14,4,7,3,6,2,4,1,3,0,2,2,3,0,1,0,1,0,1,3,0,2,13,0,14,2,11,4,9,4,9,3,9,4,7,3,9,6,8,7,7,10,9,14,8,17,6,15,6,16,4,12,4,17,2,13,2,14,2,16,2,12,0,10,2,9,0,8,0,9,1,11,0,11,2,13,2,17,2,16,2,16,4,14,2,14,2,17,4,11,0,11,2,11,1,9,2,6,0,6,1,4,0,5,0,4,0,4,0,4,0,5,0,4,0,3,0,4,0,2,0,2,0,2,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,Adithi,Genuine
161,659,13,22,14,23,13,22,11,20,11,22,15,32,13,30,9,28,14,40,12,43,12,48,15,45,18,45,21,47,18,40,13,35,13,34,13,34,10,29,6,22,7,22,4,21,7,20,4,21,4,17,4,14,4,11,6,15,6,14,4,14,2,11,4,7,1,4,2,5,1,2,1,3,0,1,1,3,0,1,2,1,0,1,1,1,0,1,1,3,1,3,2,1,1,2,3,5,1,4,2,5,3,6,1,4,2,5,1,4,2,3,1,3,1,2,0,1,0,3,2,0,0,1,0,1,0,1,1,3,0,4,1,4,2,5,3,4,1,6,2,9,4,12,2,13,6,17,4,14,4,12,4,11,3,9,2,9,3,4,3,7,2,4,1,5,2,2,1,3,1,3,1,1,0,1,0,1,2,1,0,1,0,2,0,1,0,1,1,0,2,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,0,1,12,2,16,2,17,4,19,2,14,4,11,4,12,2,14,4,11,4,14,2,11,2,9,1,8,2,9,2,8,0,9,2,9,1,8,2,Adithi,Genuine
11,0,9,2,9,2,6,0,6,1,6,0,4,2,5,1,4,1,4,0,5,2,4,1,4,2,5,1,6,2,4,0,6,1,5,2,6,1,4,2,5,1,4,2,4,0,5,1,2,2,5,1,3,1,2,0,3,2,3,1,2,0,1,1,3,2,1,0,1,1,1,1,1,0,1,1,2,0,0,1,1,1,0,1,0,2,0,1,0,1,0,2,3,2,2,2,2,3,2,3,3,3,4,3,3,1,4,3,5,2,3,2,2,2,3,0,3,1,2,0,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,3,0,1,0,3,3,4,6,8,12,11,13,8,12,12,12,12,10,13,13,9,7,10,10,10,10,10,12,10,12,10,10,10,10,10,10,12,10,10,8,9,8,7,5,8,7,4,5,8,7,5,7,7,7,5,5,4,4,5,7,5,5,5,5,4,3,5,4,3,3,4,3,3,3,4,1,3,3,5,2,2,1,3,3,3,1,3,2,4,1,3,3,4,1,3,3,5,3,6,2,4,3,5,3,6,3,5,3,Adithi,Genuine
6,1,4,3,5,3,4,2,5,3,4,1,3,2,4,1,3,3,3,3,3,1,1,1,2,2,3,2,3,2,2,1,3,1,5,3,2,0,3,3,3,2,3,1,2,0,5,2,2,1,3,1,3,2,2,1,3,0,3,1,3,3,2,0,1,1,3,2,1,1,1,1,3,1,0,1,1,0,1,1,1,2,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,3,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,1,4,3,4,3,5,2,4,3,5,3,4,1,5,1,2,2,3,1,5,2,2,1,3,0,3,1,2,2,3,1,1,1,3,1,1,1,1,0,1,2,1,0,1,1,2,0,1,1,1,1,1,1,1,1,3,1,1,2,1,0,1,1,0,1,1,1,1,0,1,0,2,1,1,0,1,1,1,1,1,0,2,2,2,1,1,1,2,1,3,1,1,2,3,0,2,1,1,1,3,1,1,1,1,0,3,2,1,0,1,1,1,1,1,1,1,Adithi,Genuine
0,1,1,0,1,2,1,1,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,0,1,2,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,2,2,1,0,1,1,1,1,1,1,0,0,1,1,1,0,3,1,1,1,1,0,1,0,1,2,2,0,1,0,1,0,2,0,1,0,1,0,2,0,2,0,1,0,3,0,1,0,2,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,2,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,2,0,1,0,1,0,1,1,0,1,1,1,2,3,2,1,1,3,3,1,4,3,5,4,3,4,6,4,3,5,5,3,6,5,5,3,4,4,5,3,5,3,4,3,4,5,5,3,5,3,4,3,5,5,6,3,9,6,10,3,6,6,9,5,10,3,4,5,7,6,7,4,4,5,5,5,5,4,4,5,5,3,4,4,5,5,5,3,4,5,5,3,4,4,5,3,3,3,4,3,5,3,3,3,2,3,3,1,5,3,1,3,3,1,3,3,2,3,3,3,3,1,3,3,3,3,3,3,4,2,3,Adithi,Genuine
3,3,5,3,3,4,3,3,3,6,3,5,3,6,3,5,3,4,1,3,2,3,3,3,1,4,1,3,3,1,1,3,2,3,1,1,1,1,1,2,1,1,0,3,2,1,1,3,1,2,3,3,1,3,2,3,1,4,3,3,2,4,1,3,3,4,1,3,2,3,3,3,3,4,1,3,3,3,1,3,1,1,3,2,1,3,3,3,1,3,2,2,1,3,3,3,1,3,2,2,1,3,3,3,1,3,2,4,3,3,1,3,1,2,2,3,0,3,1,2,1,3,2,3,1,3,1,1,0,1,2,2,1,1,1,2,1,1,1,2,1,1,0,2,2,2,1,1,1,1,1,1,1,3,1,1,0,1,2,1,1,3,1,1,1,1,1,3,0,1,1,1,2,1,1,3,1,1,1,1,0,1,1,0,1,1,2,1,1,1,0,2,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,2,1,0,0,1,0,1,1,0,0,1,2,0,0,1,0,1,0,1,1,1,0,3,1,2,1,1,1,3,2,3,0,1,1,1,1,2,0,2,1,1,0,1,1,0,Adithi,Genuine
0,1,1,1,2,1,8,13,11,18,11,22,11,22,8,19,9,20,7,22,8,19,7,20,4,19,6,17,6,14,7,17,8,14,6,14,4,15,6,16,6,12,4,12,4,9,3,6,4,9,3,7,3,7,4,9,1,6,4,6,3,5,1,4,2,5,1,4,3,5,2,2,1,3,3,3,1,4,2,3,1,3,3,3,1,4,3,3,2,4,2,3,3,5,2,4,3,4,3,5,3,6,3,5,3,4,2,6,3,5,3,6,3,5,1,6,4,9,3,6,2,9,4,9,3,7,1,6,4,7,1,4,2,4,1,5,2,4,1,3,1,3,0,2,2,3,2,3,2,1,1,2,3,3,1,3,3,3,3,3,3,4,1,5,3,2,2,7,2,2,2,5,1,3,2,2,1,3,1,3,2,1,1,2,1,1,0,2,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,3,0,1,1,1,0,2,1,2,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,Adithi,Genuine
1,0,1,0,1,0,1,0,1,0,3,5,8,10,7,9,6,10,3,6,6,7,4,5,3,7,6,6,3,7,5,7,5,7,5,5,5,7,4,6,4,5,3,4,5,5,3,4,4,5,3,4,3,3,3,5,3,3,3,4,3,5,3,2,1,5,3,3,3,4,2,3,3,4,2,5,2,3,3,4,3,5,1,2,3,3,3,3,3,3,1,3,3,1,3,3,1,1,2,1,3,2,3,2,3,2,2,1,3,3,3,1,1,1,3,2,2,3,2,1,2,1,3,1,1,3,3,1,1,2,1,2,3,1,1,2,3,1,3,3,1,1,2,1,3,3,3,3,3,1,2,3,3,1,3,2,3,1,4,3,3,1,4,2,5,1,2,2,5,1,3,2,2,0,3,1,2,0,3,1,1,0,3,2,1,0,1,0,1,0,1,0,1,0,2,0,1,0,0,1,0,1,0,1,0,1,3,0,2,0,2,0,2,0,3,0,1,1,2,0,3,2,1,0,2,0,3,1,3,0,1,1,2,1,3,2,3,1,1,1,2,0,3,2,3,1,1,1,2,1,3,2,1,1,3,0,Adithi,Genuine
1,1,2,1,1,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,0,1,1,1,1,3,1,0,1,2,2,1,0,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,0,0,1,1,2,1,0,0,1,1,1,2,0,0,1,1,0,0,1,1,1,1,0,0,1,1,2,0,1,0,1,0,1,0,1,1,0,0,1,0,1,7,0,11,0,11,0,8,0,8,0,9,2,6,0,8,2,9,0,5,0,9,1,8,0,8,0,8,0,6,0,8,0,6,0,9,0,6,0,4,0,8,2,6,0,8,2,9,0,10,0,9,0,8,0,8,0,8,0,9,0,8,0,8,0,11,0,9,1,11,0,8,0,11,2,8,0,9,0,8,2,8,0,11,0,14,2,11,0,11,2,11,0,11,2,11,0,13,0,12,1,11,0,13,2,14,0,11,0,13,0,8,0,12,0,8,0,8,2,9,0,8,0,9,2,8,2,7,1,8,2,9,2,6,1,6,0,4,2,5,1,4,0,4,2,3,1,5,1,Adithi,Genuine
